name,Ar_0.001,Ar_0.01,Ar_0.1,Ar_1.0,Ar_10.0,Ar_100.0,Ar_1000.0,Ar_2000.0,Ar_4000.0,Ar_6000.0,Ar_8000.0,Ar_10000.0,Ar_12000.0,Ar_14000.0,Ar_16000.0,Ar_18000.0,Ar_20000.0,Ar_24000.0,Ar_28000.0,Ar_30000.0,Ar_32000.0,Ar_36000.0,Ar_40000.0,Ar_50000.0,Ar_60000.0,Ar_70000.0,Ar_80000.0,Ar_90000.0,Ar_100000.0,pld,lcd,surface_area_m2cm3,surface_area_m2g,void_fraction,length_a,length_b,length_c,angle_alpha,angle_beta,angle_gamma
FUVGAG02_clean-(id_176663),0.0870458,0.945336,23.1345,46.3266,54.4282,57.0044,58.1112,58.1112,58.1007,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,5.88333,6.44753,387.159,204.912,0.2574,27.6968,27.6968,3.5351,90,90,90
FUVGAG_clean-(id_176661),0.0690071,0.745397,17.5531,50.4538,58.0956,58.0493,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,58.1112,5.98797,6.54806,393.33,210.499,0.2642,27.7069,27.7069,3.5719,90,90,90
FUWFUA_clean-(id_176666),0.21598,2.28697,20.7993,98.8844,230.135,351.746,380.746,382.512,391.031,398.312,403.682,406.091,408.971,406.876,406.514,408.198,410.024,410.666,409.989,408.737,408.976,410.254,413.166,412.931,414.849,413.822,413.882,411.96,414.395,6.2676,7.25313,1980.57,1869.84,0.6472,39.073,19.229,13.798,90,103.6,90
FUWYAY_clean-(id_176668),0.169085,1.71372,16.9344,52.772,63.7891,70.0575,73.2503,75.0463,76.6998,76.3513,77.7014,76.4985,78.0039,79.3884,80.234,80.212,80.9932,81.7024,81.8474,82.1511,82.5046,84.6939,83.4569,81.7997,83.8755,84.2136,84.8654,87.8689,86.0255,3.86741,4.00169,581.815,293.322,0.4022,6.9128,9.2400,16.0950,90.0000,90.0000,90.0000
FUXCOS_clean-(id_176669),10.1204,44.5702,60.1807,63.3081,63.5623,63.8357,64.4499,65.4868,68.2199,70.9798,71.5841,73.1395,76.3211,75.5038,77.8524,80.8113,79.1937,81.609,86.2297,84.8791,84.7849,83.1271,87.6879,86.7219,90.7031,88.8755,88.3098,90.8655,91.0809,4.16045,4.8198,612.494,421.799,0.4284,12.7731,29.872,33.792,90,90,90
FUXXIH_clean-(id_176670),1.35049,7.55269,20.9675,59.374,114.678,194.089,375.401,395.533,410.013,420.805,421.068,422.494,425.485,430.717,433.134,433.354,434.562,437.482,439.962,442.839,442.226,444.237,442.782,443.962,447.448,446.928,451.453,452.028,451.438,8.68185,10.1627,1582.07,1758.35,0.6434,24.274,25.634,11.0898,90,114.924,90
FUYCAE_clean-(id_176671),2.95573,23.7748,68.1592,167.488,240.932,495.027,561.219,575.155,586.872,591.536,601.303,605.3,610.72,612.653,616.663,613.409,612.175,621.308,621.309,624.928,622.64,622.578,622.815,626.789,629.45,631.027,632.022,633.072,636.578,7.41697,12.1201,2038.6,2531.31,0.6952,17.7875,17.7875,32.8115,90,90,90
FUYCEJ_clean-(id_176673),0.191896,1.98579,21.5026,246.949,387.087,409.586,516.219,546.402,568.033,607.377,611.367,611.693,611.801,611.686,611.808,611.805,611.996,612.056,611.794,611.989,612.03,612.132,611.95,612.191,612.105,611.961,612.157,612.172,612.123,3.779,4.90132,2400.43,2876.54,0.6646,17.996,17.996,17.996,90,90,90
FUYCIN_clean-(id_176674),0.000379457,0.00290917,0.0240323,0.251327,2.6352,28.6349,1018.62,1239.42,1305.64,1333.14,1354.72,1374.92,1391.95,1426.45,1434.74,1445.02,1464.21,1466.73,1465.87,1468.69,1487.42,1510.49,1525.74,1523.03,1526.74,1524.3,1532.35,1532.72,1528.25,11.1242,11.3854,1877.39,4292.99,0.832,17.7658,17.7658,17.7658,90,90,90
FUYKER_clean-(id_176675),7.30323,34.4066,95.6685,140.326,161.008,186.084,209.388,216.827,226.26,230.418,233.317,233.615,234.862,234.992,236.832,234.692,236.42,238.72,238.64,241.223,241.002,243.557,240.784,242.78,243.557,246.456,243.589,240.376,244.726,4.66248,6.42799,1179.26,977.987,0.5038,31.609,9.8716,24.738,90,104.669,90
FUZPUN_clean-(id_176679),12.6372,90.0166,138.093,231.963,266.301,268.916,269.249,269.256,269.259,269.228,269.259,269.26,269.259,269.258,269.256,269.25,269.26,269.261,269.271,269.274,269.259,269.26,269.26,269.26,269.322,269.336,269.368,269.272,269.259,3.54387,4.74703,1169.51,1146.44,0.5838,21.969,22.463,8.7866,90,90,90
GACBOE_clean-(id_176683),0.109608,1.06535,10.6774,95.5963,333.994,381.217,406.997,411.114,414.222,416.634,418.905,422.357,428.306,433.259,429.675,432.198,432.37,430.167,430.84,428.671,431.988,434.113,437.175,434.738,440.142,440.199,442.168,444.309,442.952,4.36115,6.66763,2329.85,2229.2,0.6722,31.84,13.478,19.854,90,91.365,90
GACPUX_clean-(id_176684),0.30663,3.24151,42.9857,245.262,273.117,295.148,303.747,305.689,313.1,309.018,315.525,313.447,325.16,338.304,332.95,330.054,349.485,345.759,351.007,366.141,370.338,372.132,377.644,381.838,382.641,385.811,385.339,382.897,382.974,3.77259,5.9525,1638.86,1603.82,0.614,10.1365,11.4134,29.2794,90.0000,90.0000,90.0000
GACQAE_clean-(id_176685),0.272246,2.85355,18.6839,55.5957,161.413,423.609,462.158,476.195,481.747,489.978,494.223,500.24,500.519,501.469,502.769,510.725,507.127,510.11,515.316,514.981,516.716,514.905,520.981,519.369,519.824,526.665,525.127,529.412,525.493,8.26373,8.56972,2020.35,2310.67,0.694,10.2398,15.4892,23.7128,90.0000,90.0000,90.0000
GACVIS_clean-(id_176686),0.0213591,0.202021,2.09497,23.7703,319.14,333.801,349.291,355.736,369.146,390.754,404.952,405.409,406.195,405.575,405.895,406.192,406.065,406.2,406.371,406.433,406.011,406.051,406.16,407.929,407.592,406.398,406.254,406.493,406.48,6.32962,7.02111,2097.73,1881.83,0.6286,9.787,12.157,15.182,90,90,90
GADDOH_clean-(id_176688),0.0226677,0.215309,2.18883,17.3242,79.1087,231.288,285.734,292.908,299.91,301.313,305.596,305.296,308.796,309.375,311.562,311.037,312.136,312.959,313.53,312.982,315.362,315.723,319.416,318.93,322.81,320.023,323.735,322.382,321.895,4.83802,8.41895,1718.46,1416.47,0.6166,10.1071,13.0894,13.6696,97.074,109.843,95.596
GADFAV_clean-(id_176689),0.218041,2.24512,24.6639,74.6196,87.4232,93.4553,95.9574,99.7706,106.292,109.545,108.844,111.389,112.397,112.442,112.948,112.019,112.928,112.688,113.235,112.383,113.288,113.178,113.072,113.379,113.56,113.271,113.342,113.238,113.267,4.67676,5.86066,889.419,495.515,0.4512,8.887,25.053,10.039,90,101.565,90
GADMAA01_clean-(id_176692),0.000668877,0.00965094,0.0942161,0.941747,12.7159,99.256,137.584,149.379,164.911,169.9,174.547,175.529,177.135,182.229,182.223,183.862,183.762,186.372,188.602,193.727,191.937,192.608,195.541,198.352,198.967,198.639,200.135,200.675,200.902,6.95114,8.25017,1053.77,702.919,0.576,14.5102,14.5102,15.832,90,90,120
GADMAA_clean-(id_176691),0.00108294,0.00891836,0.0964139,1.01058,14.8218,101.132,135.67,149.262,159.69,169.408,172.175,172.169,176.984,177.158,180.449,180.81,180.733,184.708,186.683,190.02,190.998,193.053,196.855,198.235,199.129,201.107,203.072,205.053,202.152,7.00364,8.30223,1042.04,692.502,0.5772,14.5104,14.5104,15.7725,90.0000,90.0000,120.0000
GADNUX_clean-(id_176693),0.424486,4.0154,22.144,46.8425,108.478,331.487,620.471,681.482,709.721,726.544,740.012,739.777,748.112,744.358,751.342,752.591,756.716,758.127,761.825,763.833,767.805,773.128,763.679,774.023,776.306,774.796,784.079,780.833,782.206,6.70397,15.4379,2339.56,3206.84,0.7494,26.956,26.956,39.145,90,90,90
GADRAH_clean-(id_176694),0.0202886,0.200967,2.04085,25.4673,221.96,270.326,302.285,313.516,321.704,328.393,331.221,330.692,332.095,334.157,335.961,336.157,339.86,336.257,341.848,341.717,345.253,347.944,349.684,348.232,352.087,351.65,353.487,356.092,355.543,5.14076,6.6659,1633.36,1407.57,0.5642,18.1249,12.1064,17.7333,90,107.301,90
GAGQAI_clean-(id_176699),0.0544816,0.576587,5.12934,34.4316,138.618,155.051,596.778,652.409,678.343,686.029,688.822,694.927,695.196,698.652,698.075,699.186,702.782,705.319,704.299,705.904,704.674,713.375,707.994,711.187,714.606,713.438,715.474,717.197,717.508,9.81587,15.6839,1739.07,2339.74,0.721,18.8754,18.8754,18.8754,90,90,90
GAGSUF_clean-(id_176700),0.0109257,0.10076,1.04402,9.23687,39.4329,104.622,238.244,260.244,270.713,275.328,275.511,278.37,280.403,280.573,281.755,282.167,282.631,284.26,286.492,284.759,287.359,286.331,288.823,288.18,288.609,290.357,290.579,290.401,290.772,13.091,13.2756,1385.3,903.983,0.652,18.4448,18.4448,9.8084,90,90,120
GAGZEV_clean-(id_176704),0.02485,0.273184,2.15582,12.1036,25.1382,82.5071,266.921,374.816,607.139,942.427,1705.14,1790.25,1848.01,1898.25,1954.64,2017.21,2325.5,2345.7,2357.47,2371.3,2374.99,2392.31,2396.16,2429.96,2439.54,2458.6,2468.63,2467.47,2471.51,11.5377,28.6652,1594.77,5712.98,0.8816,42.3359,42.3359,42.3359,60.0000,60.0000,60.0000
GAHSEQ_clean-(id_176705),0.150049,1.34001,10.5933,30.6373,85.6105,157.113,243.972,260.793,274.529,275.571,281.264,280.358,279.666,283.176,279.787,282.295,282.925,284.533,283.178,286.082,283.937,285.35,284.678,286.256,288.589,285.395,288.321,286.573,286.537,8.89551,9.12806,1169.01,1114.83,0.5662,43.7247,12.9362,8.4965,90,94.3334,90
GAHWIX_clean-(id_176706),0.0179268,0.154303,1.46469,14.616,77.2139,419.605,872.678,893.17,924.019,932.335,939.867,944.055,946.407,955.799,952.522,961.95,956.533,970.878,974.443,968.755,970.76,976.832,985.488,976.024,974.159,989.028,993.772,995.503,987.246,7.17794,10.0804,2617.83,4441.79,0.7728,27.0330,36.1300,34.2910,108.8100,90.0000,90.0000
GAHXUL_clean-(id_176707),20.5174,93.9304,143.592,165.57,202.187,229.197,233.853,234.216,234.361,234.521,234.562,234.525,234.55,234.542,234.489,234.562,234.536,234.562,234.555,234.562,234.562,234.562,234.477,234.562,234.562,234.562,234.562,234.557,234.562,3.50395,5.28974,1056.2,999.25,0.5634,10.2089,11.479,11.6675,112.685,103.952,94.644
GAJVEU_charged-(id_176711),0.661364,6.05432,28.9949,58.6087,188.099,259.198,271.898,275.086,279.674,278.324,284.079,283.977,284.541,283.153,284.569,284.514,284.361,284.482,284.676,286.268,284.652,285.802,285.804,286.297,286.263,284.755,286.93,288.954,284.746,4.73018,6.73207,1487.78,1400.51,0.5704,9.5959,17.2532,18.4950,90.4486,90.0000,106.1460
GAJVIY_charged-(id_176712),2.62299,21.8962,100.848,183.211,208.097,233.077,250.072,257.438,260.419,267.299,269.783,266.957,272.898,274.065,277.801,277.675,275.845,279.923,280.284,281.125,282.081,282.288,281.954,283.137,283.628,284.458,285.315,283.314,283.754,4.777,5.63813,1429.11,1385.93,0.5626,14.5575,24.6744,22.4021,90.0000,90.0000,90.0000
GAJYUN_clean-(id_176713),0.0960213,0.976027,9.80595,54.9643,87.4487,104.768,120.088,122.914,122.226,123.844,124.141,124.038,124.415,124.342,124.646,124.05,125.073,124.12,124.289,124.35,124.404,125.051,124.549,124.478,125.135,125.115,125.954,126.079,125.685,4.28663,4.85568,1091.56,712.879,0.5342,5.6906,12.8000,21.5500,90.0000,95.3920,90.0000
GAJZAU_clean-(id_176714),0.0741861,0.781747,7.48658,50.1504,92.028,117.966,130.273,139.237,155.372,173.538,179.465,179.116,187.569,192.372,196.454,197.235,201.912,203.003,202.543,202.684,202.04,204.6,206.163,206.308,205.268,206.157,208.37,208.938,208.53,4.30234,4.80108,1143.74,754.324,0.5456,5.6068,13.3820,21.1920,90.0000,95.8920,90.0000
GAJZEY_clean-(id_176715),0.0764815,0.836017,8.37006,52.2572,94.4195,118.449,128.068,139.71,148.638,170.275,182.167,182.901,189.929,192.972,194.622,195.755,198.8,199.93,199.668,201.255,198.774,204.27,202.779,205.477,205.542,206.354,205.188,206.376,205.623,4.28777,4.80464,1142.39,744.678,0.5448,5.5871,13.4240,21.1570,90.0000,96.1480,90.0000
GAJZIC_clean-(id_176716),0.108035,1.11065,11.269,58.639,98.7107,117.958,121.909,124.023,128.605,132.379,132.807,140.41,155.201,155.405,157.825,168.309,174.549,178.629,181.998,180.522,186.333,183.462,182.065,184.853,190.864,196.067,194.324,198.399,198.536,4.18269,4.74189,1144.61,723.756,0.5442,5.5462,13.3430,21.1640,90.0000,96.5160,90.0000
GAJZOI_clean-(id_176717),0.110518,1.22827,12.2945,58.5365,95.88,115.038,119.652,122.016,126.647,131.25,137.754,142.13,145.872,150.352,150.97,156.658,162.43,161.435,163.455,170.411,172.169,175.948,179.143,178.027,179.579,185.418,189.472,189.356,189.362,4.22431,4.76043,1140.51,702.673,0.5414,5.5340,13.4360,20.8910,90.0000,96.1590,90.0000
GAJZUO_clean-(id_176718),0.291133,2.8958,27.3608,79.3245,111.286,133.396,144.551,147.871,151.34,155.664,157.419,162.953,160.741,170.067,163.668,170.693,170.54,171.056,174.112,178.345,182.293,184.161,184.94,189.762,189.627,197.619,197.28,198.504,198.255,4.137,4.67022,1115.52,821.33,0.5302,5.5234,13.3490,20.5860,90.0000,95.2900,90.0000
GAKBAX_clean-(id_176719),0.132067,1.34431,12.8483,59.2227,95.2544,115.461,122.168,125.614,131.47,137.297,143.932,147.949,152.942,156.108,157.781,164.13,166.117,171.815,174.067,178.802,183.638,187.16,192.309,192.775,192.695,191.578,192.359,194.487,195.716,4.21764,4.75047,1138.62,710.445,0.5414,5.5313,13.3960,20.9340,90.0000,96.1770,90.0000
GALCAZ_clean-(id_176721),0.389162,4.04157,39.2161,170.377,194.577,210.75,225.424,226.723,231.851,230.759,231.246,232.253,232.752,234.651,234.252,233.034,234.389,234.895,235.237,236.229,235.679,234.946,236.62,238.135,239.748,239.742,239.166,238.28,237.513,6.97754,7.51924,1179.25,1004.78,0.5068,6.1802,23.3127,29.4218,90.0000,90.0000,95.6630
GALJAG_clean-(id_176724),0.445012,4.2426,23.5588,71.7464,431.832,491.751,522.239,539.042,542.593,548.717,550.398,555.717,558.198,559.831,560.861,563.974,562.571,562.267,566.093,567.511,567.943,566.036,571.437,574.136,580.603,583.052,588.532,584.34,591.926,6.98688,7.13587,2198.4,2662.15,0.6726,12.251,18.631,20.976,90,90,90
GAMFEI_clean-(id_176725),1.89905,13.7832,26.8622,57.6679,178.692,212.101,225.401,236.921,241.075,245.42,246.611,248.35,246.262,249.525,250.791,251.709,251.823,250.327,255.027,254.001,255.25,256.051,258.134,254.886,254.556,258.361,259.498,258.738,254.419,4.20216,7.53059,1510.82,1332.73,0.5782,17.3245,17.3245,33.9396,90,90,90
GAMXAV_clean-(id_176733),0.251922,2.32403,18.1081,94.6827,170.934,270.494,447.162,473.679,491.323,498.921,503.091,509.581,512.55,516.832,522.3,521.421,522.652,527.462,525.451,526.493,529.48,531.698,533.523,535.143,535.767,539.01,537.779,540.693,541.141,4.31562,12.8282,1783.25,2052.39,0.6754,18.6150,18.6150,22.4291,114.5180,114.5180,90.0000
GANBAZ01_clean-(id_176735),197.109,251.621,268.441,301.112,319.474,330.147,340.684,352.99,354.969,356.331,356.012,355.707,357.173,356.464,357.708,360.759,360.596,358.466,358.638,358.02,359.091,361.268,359.272,358.101,362.452,364.413,364.684,363.746,363.204,4.5162,5.75558,1800.31,1388.02,0.6488,16.1461,16.1461,17.4126,90,90,90
GANBAZ02_clean-(id_176736),1.47175,17.415,183.552,300.715,341.701,376.985,392.185,395.911,404.238,412.8,413.373,413.108,416.198,418.493,419.045,419.773,420.768,421.436,420.418,422.146,419.555,423.667,426.733,426.577,427.548,426.176,428.587,426.156,428.149,4.40671,5.94516,1884.21,1763.7,0.666,16.2752,16.2752,17.4231,90,90,90
GANBAZ_clean-(id_176734),187.906,253.037,285.017,305.943,320.706,342.095,358.005,364.337,367.252,374.147,375.585,380.361,381.536,379.118,385.357,386.864,385.871,382.422,387.285,387.795,390.162,387.452,388.134,388.929,389.507,389.679,390.8,391.995,390.31,4.52828,5.94353,1835.75,1443.09,0.6514,16.2945,16.2945,17.4321,90,90,90
GANBIH_clean-(id_176740),25.3617,26.0008,31.1788,81.6162,177.845,199.917,207.458,209.619,216.76,218.1,220.162,222.893,227.14,228.499,233.454,228.291,230.533,230.39,234.818,237.331,238.647,240.658,237.545,242.094,240.939,247.563,248.195,243.199,246.206,5.0012,7.19995,1292.17,1216.41,0.5366,16.0107,16.0114,21.5577,90,90,90
GAPNOD_clean-(id_176743),0.01556,0.152961,1.60598,17.3456,67.6276,152.673,207.037,216.685,227.205,230.375,234.014,235.967,239.187,240.563,242.736,240.915,242.948,243.216,245.537,245.63,246.849,246.613,246.279,247.874,247.392,247.566,248.466,249.036,249.008,4.84778,6.6565,1900.25,1089.29,0.644,15.8274,9.6221,20.2022,90,96.855,90
GARLAP_clean-(id_176746),3.18086,28.474,118.515,203.957,246.52,276.356,286.277,287.013,287.535,287.151,287.629,287.632,287.696,287.637,287.846,287.678,287.754,288.013,287.773,287.773,287.8,287.845,287.791,287.718,288.404,287.868,288.291,287.771,287.731,4.38006,5.58892,1527.33,1344.12,0.5756,15.861,10.599,21.235,90,106.914,90
GARLET_clean-(id_176747),3.63354,31.9392,124.262,199.074,241.416,264.718,283.233,285.635,285.066,285.465,285.923,286.412,286.813,286.643,286.669,286.396,286.443,286.518,286.639,286.793,286.687,286.798,286.731,287.05,286.743,286.983,286.631,286.992,286.729,4.38226,5.53835,1524.15,1321.0,0.573,15.837,10.568,21.099,90,107.098,90
GARLIX_clean-(id_176748),3.99465,34.6894,125.775,199.716,239.738,263.024,281.106,282.447,284.292,284.379,284.9,284.306,284.97,284.973,284.986,284.853,284.912,285.034,284.889,284.863,285.029,285.013,285.069,285.174,285.088,285.353,285.116,285.109,285.059,4.34952,5.51894,1506.37,1293.26,0.5712,15.838,10.548,21.074,90,107.247,90
GARLOD_clean-(id_176749),4.20766,38.534,131.568,200.293,235.561,252.324,273.931,276.433,280.536,281.069,281.16,281.422,281.112,281.757,281.461,281.392,281.692,281.859,282.033,281.965,282.032,282.029,282.048,282.097,282.078,282.14,282.11,282.036,281.869,4.3317,5.48563,1487.56,1254.36,0.5682,15.858,10.522,20.97,90,107.52,90
GARLUJ_clean-(id_176750),4.45547,38.9011,132.141,197.777,233.119,251.261,270.704,277.362,278.253,279.07,280.109,279.858,279.927,280.648,280.69,280.859,281.061,281.122,280.934,281.238,281.189,281.123,281.098,280.897,281.228,281.403,281.135,280.726,281.262,4.30508,5.47258,1490.51,1250.49,0.5688,15.854,10.515,20.947,90,107.587,90
GARMAQ_clean-(id_176751),4.55166,41.3652,135.298,197.566,233.146,247.589,265.074,270.587,274.27,274.465,277.591,276.659,277.823,277.13,278.082,278.057,278.275,278.282,277.762,278.654,278.192,278.572,278.603,278.687,278.811,278.696,278.583,278.606,278.593,4.29561,5.4678,1479.57,1226.74,0.5666,15.894,10.491,20.909,90,107.841,90
GARQAU_clean-(id_176753),8.31795,68.4205,151.468,186.507,218.472,236.78,240.251,240.995,240.784,241.054,240.973,241.062,241.176,241.058,241.076,241.084,241.083,241.351,241.007,241.358,241.64,241.064,241.067,241.099,241.086,241.432,242.202,241.429,242.17,4.73121,7.22233,1110.85,1056.54,0.5324,36.635,36.635,12.1278,90,90,120
GARSUQ_clean-(id_176754),4.82372,51.5873,98.433,115.32,130.945,138.105,149.601,150.555,151.344,151.63,152.988,153.133,153.168,153.136,153.107,153.147,153.163,153.12,153.437,153.324,153.267,152.975,153.163,153.479,153.577,153.316,153.197,153.726,153.112,3.88796,4.38052,1121.78,696.613,0.4852,9.0968,9.6763,11.5065,106.914,93.967,108.27
GARTAX_clean-(id_176755),4.88598,59.0005,104.198,126.756,149.333,151.263,152.029,152.468,153.517,154.071,153.534,154.97,155.883,158.813,156.648,158.712,157.304,159.004,157.463,161.177,160.524,165.383,164.521,163.576,167.017,166.742,168.171,163.936,166.542,3.94557,4.45838,1125.98,696.667,0.4868,9.1283,9.6603,11.5482,106.829,93.772,108.027
GARTEB_clean-(id_176756),4.89914,44.442,96.9941,117.822,133.878,148.217,150.7,150.923,150.791,150.894,151.236,151.514,150.861,151.162,151.424,151.289,151.365,152.075,151.625,152.413,151.749,151.839,151.457,152.411,151.875,153.632,152.945,152.246,153.828,3.79858,4.30272,1104.37,674.089,0.4846,9.0808,9.641,11.6416,108.051,94.17,108.174
GARTIF_clean-(id_176757),4.51948,49.5227,97.3636,115.717,130.938,142.09,146.238,149.523,150.554,151.97,151.963,153.746,153.424,154.091,154.683,154.07,155.039,155.935,157.212,159.558,160.645,160.047,159.616,162.341,160.89,161.605,162.189,162.954,164.098,3.87557,4.43647,1132.95,685.091,0.471,9.0912,9.6445,11.5135,106.894,93.993,108.215
GASSEB_clean-(id_176759),1.5828,14.408,76.2361,199.739,291.821,340.451,380.758,391.446,399.512,401.549,405.828,408.991,409.889,408.099,411.84,412.58,410.845,413.823,413.266,411.616,412.679,415.538,411.272,415.019,414.433,415.227,413.5,414.699,414.728,4.02494,5.64924,1776.39,1934.36,0.633,8.2326,13.5545,17.4759,90,90,90
GASSUR_clean-(id_176760),0.076619,0.879696,10.0122,216.233,261.769,293.088,322.027,326.773,334.226,334.794,340.987,343.753,341.754,345.336,346.902,347.145,350.531,348.048,347.613,352.627,355.817,352.803,350.933,356.356,359.76,355.434,356.409,356.642,357.189,6.36797,7.13166,1692.45,1590.2,0.616,15.701,14.964,17.339,90,115.096,90
GASTIG_clean-(id_176761),110.692,124.568,129.882,138.349,158.826,178.779,189.071,191.916,195.042,194.905,195.845,198.423,202.543,199.12,201.898,202.942,208.366,200.537,205.473,205.384,204.87,207.026,208.669,210.553,214.629,211.683,214.099,213.525,215.135,3.79248,5.0819,966.447,728.518,0.4748,14.107,15.163,17.765,90,111.025,90
GATBUZ_charged-(id_176762),3.18061,20.1659,43.1215,87.4122,187.545,218.267,233.677,237.527,241.073,244.133,242.898,244.237,245.277,244.806,247.432,246.557,246.102,246.417,248.582,247.7,249.389,251.415,250.054,248.975,248.839,251.788,253.573,250.039,252.081,5.13941,6.90621,1265.08,1145.95,0.542,9.8727,17.5138,18.1642,92.1357,90.0000,106.3710
GATQIE_clean-(id_176765),0.245312,2.47125,17.2914,58.1881,97.3652,403.27,554.788,576.197,591.667,599.3,602.085,609.101,610.842,612.169,613.416,613.465,616.99,622.104,621.024,622.595,620.081,623.89,628.368,629.858,633.776,632.228,639.585,636.734,635.733,6.57853,8.12277,2692.15,3305.6,0.7176,38.8511,38.8511,18.7521,90,90,90
GAVYAG_clean-(id_176768),45.0709,124.37,189.754,223.276,238.838,245.526,246.548,246.549,246.548,246.609,246.549,246.549,246.549,246.549,246.859,246.932,247.14,246.549,246.961,246.549,246.549,246.366,246.549,246.621,247.023,246.549,247.475,247.405,246.549,3.91416,5.30344,1076.26,906.183,0.5266,10.37,10.025,19.575,90,92.13,90
GAWCUF_clean-(id_176770),31.7946,104.878,166.505,193.601,206.191,211.743,214.317,218.202,220.337,222.317,223.844,224.013,223.295,223.622,223.798,223.65,222.86,223.997,224.013,223.767,223.295,224.013,224.013,224.013,224.013,223.747,224.013,224.013,224.013,3.62459,5.14591,1101.2,916.058,0.5036,18.3638,10.9135,18.8942,90,108.374,90
GAWLIB_clean-(id_176774),0.644743,4.84109,9.70293,11.4015,16.7602,39.7384,79.7601,85.0834,90.408,92.6921,94.3309,97.1551,96.5798,96.6746,95.8609,97.5979,97.6416,98.6829,99.1225,98.8782,99.0621,99.7032,100.145,100.565,100.851,100.698,102.208,101.561,100.603,6.9637,7.30469,575.668,324.035,0.4542,8.1360,21.3945,22.8798,82.3740,82.7460,79.4370
GAWMOJ_clean-(id_176777),0.027891,0.305796,2.85682,24.1701,98.8214,311.298,628.978,656.995,666.577,678.046,684.166,685.3,688.619,693.802,693.83,690.809,697.228,705.245,701.224,703.234,707.196,706.126,708.244,712.835,712.362,713.201,716.569,711.452,721.071,7.82076,9.85959,2014.24,2848.41,0.7242,28.598,28.598,17.074,90,90,90
GAXDIS10_clean-(id_176778),0.00104298,0.00449283,0.0531116,0.517718,5.36379,82.0997,205.749,218.527,232.413,240.424,252.75,260.824,268.593,269.711,279.083,281.22,279.61,286.689,284.717,287.498,289.765,290.55,293.599,295.316,296.243,295.983,297.236,299.281,298.456,3.80534,5.63603,1996.73,1513.03,0.6636,8.7210,11.0260,13.5400,90.0000,90.0000,90.0000
GAXKOH_clean-(id_176780),0.034958,0.349699,3.56214,43.3314,138.934,314.164,373.042,385.212,395.968,399.741,402.627,411.407,408.918,414.242,415.205,416.505,420.218,418.349,421.628,428.013,429.457,431.871,433.251,434.799,436.176,435.606,435.511,439.023,437.638,8.86105,9.78617,1692.37,1763.0,0.6186,18.0070,18.0070,19.2880,90.0000,90.0000,120.0000
GAXQIH_clean-(id_176781),2.89414,33.013,66.5263,70.4573,77.5955,91.0162,104.3,110.324,112.346,113.916,114.518,114.716,114.285,114.989,114.861,114.83,114.552,114.534,115.087,115.467,115.489,115.758,115.111,116.015,115.588,115.563,115.866,116.387,115.599,4.52481,5.17093,783.142,573.505,0.4372,11.1440,15.2392,16.6950,114.4190,90.0000,111.4470
GAYFOD_clean-(id_176785),0.345769,3.65049,86.3218,223.662,226.605,227.275,228.763,232.457,230.817,233.076,231.73,235.34,241.209,243.169,236.006,236.389,242.897,245.925,245.032,243.46,251.222,248.739,246.678,248.095,251.512,249.277,260.091,255.316,253.813,5.52117,5.97544,1504.89,1306.25,0.626,7.3007,8.8312,8.8312,90.0000,90.0000,90.0000
GAYFUJ_clean-(id_176786),0.210025,2.13443,33.6208,242.328,271.024,274.653,274.95,274.925,274.963,274.976,274.977,274.978,274.979,274.979,274.979,274.973,274.975,274.979,274.965,274.979,274.98,274.979,274.977,274.979,274.978,274.979,274.979,274.979,275.003,5.17685,5.68191,1899.11,1460.97,0.6252,10.0903,10.0903,21.2568,90.0000,90.0000,120.0000
GAYGAQ_clean_h-(id_176787),2.28767,26.6045,103.813,117.163,143.969,203.858,224.496,227.552,228.493,228.644,228.315,228.781,227.999,228.848,228.585,228.349,229.101,229.077,228.53,228.729,229.099,229.099,229.101,229.101,228.916,228.911,229.101,228.761,229.101,4.61164,5.42545,1222.55,923.858,0.5596,7.1328,8.7207,9.6984,116.7180,111.5760,90.0000
GAYPED_clean-(id_176788),0.639276,6.54969,35.2258,73.5432,271.88,433.167,480.465,488.501,495.535,501.091,504.767,510.475,511.26,513.705,515.193,509.427,510.74,520.916,519.312,516.219,515.586,520.038,523.713,518.049,524.988,526.641,525.038,524.885,525.039,6.82289,9.58074,2106.29,2339.97,0.6514,15.4840,30.1630,30.1630,90.0000,90.0000,90.0000
GAZZIS01_charged-(id_176792),0.306897,2.94448,13.4013,43.8022,153.394,514.214,621.067,638.24,655.256,655.939,657.131,660.162,660.428,660.753,663.768,663.38,660.797,662.517,665.397,668.052,665.526,664.427,669.297,667.38,667.571,669.979,677.348,678.91,681.803,7.92037,11.1785,1846.76,2578.36,0.6862,17.3175,17.3175,26.3300,94.4883,94.4883,110.2170
